gene,MitoPathways
GABARAP,
NID2,
DLGAP4,
CHSY1,
R3HDM2,
ABLIM3,
ELL2,
KLHDC10,
GGA2,
ZCCHC14,
RCOR1,
UBXN4,
SULF1,
XPO6,
KLHL18,
BICD2,
VPS39,
ADNP,
ANGPTL2,
ZNF281,
ORC6,
OPN3,
PATZ1,
ZMYND8,
IL17RA,
PANX1,
SLC39A6,
TMEM184B,
NOL11,
TOR1AIP1,
BLOC1S6,
AATF,
CNPPD1,
TSPAN13,
SNX5,
SESN1,
PDCD4,
SPCS1,
CCDC59,
STXBP6,
NCAPH2,
ANAPC2,
LMCD1,
TMED5,
DERL2,
KLHL5,
INSIG2,
TCEAL9,
PIGP,
FAM53C,
ARMCX1,Mitochondrial dynamics and surveillance > Trafficking
ARL6IP4,
SNX7,
YTHDF2,
ANAPC11,
NOP58,
ZFR,
MYOZ2,
PHAX,
FGFRL1,
NANS,
GFOD1,
ASNSD1,
PAF1,
AFTPH,
MTMR10,
SEMA4C,
DNAAF5,
SLC41A3,
PIH1D1,
ZDHHC4,
TMEM38B,
MACO1,
COPRS,
CHST12,
CDV3,
IWS1,
TENM3,
TSR1,
FOXJ2,
TMEM165,
UBFD1,
NSMCE3,
SERTAD4,
TCEAL7,
MIF4GD,
METTL14,
TRAPPC1,
MID1IP1,
SNX6,
NAA35,
RIC8A,
SMAP1,
P3H1,
ZMAT3,
INF2,
SUDS3,
VWA1,
MAPKAP1,
PHF23,
ATP13A3,
RNASEH2B,
ARMT1,
VASH2,
CLMP,
HDAC11,
ELOVL7,
EPC1,
ZNF436,
SETD7,
SLC38A1,
TSPAN14,
RILP,
PRRC2B,
IL17RC,
ZDHHC12,
LSM10,
PYGO2,
IL33,
FMNL3,
CERS5,
SESTD1,
BTF3L4,
MTSS2,
BBIP1,
SHKBP1,
TTYH2,
CAVIN3,
DTX2,
TOE1,
C1QTNF3,
UHRF2,
FOXP4,
SFR1,
CLBA1,
RFTN2,
UBR3,
NUDCD2,
NACC2,
PIP5KL1,
WFDC3,
LDLRAD3,
PRICKLE1,
HJV,
COMMD7,
TTL,
CNST,
TIGD2,
ALG14,
CPNE2,
RALGAPA1,
NPNT,
CNEP1R1,
CCDC141,
ZNF260,
CAVIN4,
KLHL30,
MYMK,
MED11,
ANXA8,
GPR89A,
RELL1,
MICOS10-NBL1,
NBL1,
TSPY1,
ZNF26,
POMZP3,
ZNF337,
H2AB3,
ZNF559,
MUC16,
ZNF785,
APOBEC3H,
H2AB2,
H2AB1,
ZCCHC18,
ASAH2B,
TSPY3,
TSPY4,
LOC100287534,
TSPY10,
CHURC1-FNTB,
SERPINA3,
AANAT,
ABO,
ASIC1,
ACTG2,
ACTL6A,
ADAM8,
ADCYAP1,
ADCYAP1R1,
ADM,
ADORA1,
ADORA2A,
ADORA2B,
ADORA3,
ADRA1D,
ADRA1B,
ADRA1A,
ADRA2A,
ADRA2B,
ADRA2C,
ADRB1,
CRISP1,
AFM,
ACAN,
AGER,
AGRP,
JAG1,
AGT,
AGTR2,
APLNR,
ALX3,
AMBN,
AMELX,
AMH,
AMPD1,
ANG,
ANGPT1,
ANGPT2,
ANXA7,
AOAH,
AOC2,
APOF,
APCS,
APLP1,
APOBEC1,
AQP8,
APOC4,
FAS,
FASLG,
AQP2,
AQP3,
AQP5,
AQP6,
AQP9,
ARHGDIG,
PHOX2A,
ARR3,
ARRB1,
ARRB2,
ART4,
ARVCF,
ASGR1,
ASGR2,
ASIP,
ASMT,
RERE,
ATP6AP1,
AVP,
AVPR1A,
AVPR1B,
AZGP1,
ADGRB1,
ADGRB2,
ADGRB3,
NKX3-2,
CCND1,
BCL6,
TNFRSF17,
OPN1SW,
BDKRB1,
BDKRB2,
BFSP1,
BGLAP,
BICD1,
PRDM1,
CXCR5,
BNC1,
BMP1,
BMP2,
BMP3,
BMP4,
BMP5,
BMP6,
BMP7,
FOXL2,
BPI,
BRDT,
ZFP36L2,
BRS3,
BST1,
BTF3,
BTG1,
C1QA,
C1QB,
C1QC,
C3AR1,
CAPN5,
C5AR1,
C6,
C7,
C8A,
C8B,
C9,
ZNHIT2,
MPPED2,
MYRF,
DAGLA,
FMNL1,
LDLRAD4,
MPPED1,
CACNB1,
CALCB,
CALCR,
CAPN6,
CASR,
RUNX1T1,
RUNX3,
CCIN,
CCK,
CCKAR,
CCNA2,
CCNC,
CCND2,
CCNE1,
CCNG2,
CCNT1,
CD2,
CD3D,
CD3E,
CD3G,
CD247,
CD5,
CD5L,
CD6,
CD7,
CD8A,
CD8B,
MS4A1,
MS4A3,
CD22,
CD27,
CD28,
CD80,
CD86,
TNFRSF8,
TNFSF8,
CD33,
CD37,
CD38,
ENTPD1,
ENTPD3,
CD40,
CD40LG,
CD48,
CD53,
CD59,
CD69,
CD70,
CD72,
CD74,
CD79A,
CD79B,
CD81,
ADGRE5,
CDC5L,
CDH3,
CDH4,
CDH6,
CDH7,
CDH8,
CDH9,
CDH10,
CDH11,
CDH12,
CDH16,
CDH18,
CDKN1A,
CDKN1B,
CDX1,
CDX2,
CDX4,
CENPB,
RCBTB2,
RCC1,
FOXN3,
CHI3L1,
CHIT1,
CHM,
CHML,
CHRM1,
CHRM2,
CHRM3,
CHRM5,
CHRNA2,
CHRNA3,
CHRNA4,
CHRNA5,
CHRNA7,
CHRNB2,
CHRNB3,
CHRNB4,
CHRNE,
CCR1,
CCR4,
CCR5,
CCR6,
CCR7,
CCR8,
ACKR2,
CMKLR1,
LTB4R,
CNGB1,
CNGA1,
CNGA2,
CNGA3,
CNGA4,
CNN2,
CNR1,
CNR2,
CNTFR,
COL4A3,
COL4A4,
COL4A6,
COL5A1,
COL7A1,
COL8A1,
COL8A2,
COL9A1,
COL10A1,
COL11A2,
COL12A1,
COL13A1,
COL16A1,
COL17A1,
COL19A1,
COMP,
COPB1,
SLC31A2,
CORT,
CLDN4,
CR2,
CREBBP,
CRH,
CRHBP,
CRHR1,
CRHR2,
HAPLN1,
CRX,
CSF1,
CSF2,
CSF2RB,
CSF3,
CSF3R,
CSN2,
CSN3,
NCAN,
CSPG4,
CST6,
CSTA,
NKX2-5,
CCN2,
CTLA4,
CTNND1,
CTSO,
CTSW,
CUX1,
CX3CR1,
CXADR,
TEX28,
CYB561,
CYBA,
CYLC2,
DAB1,
DAB2,
DACH1,
DAXX,
BRINP1,
DBP,
DCC,
DCT,
DCX,
GADD45A,
DDX11,
DEFA5,
DEFB1,
GSDME,
DLX1,
DLX2,
DLX3,
DLX4,
DLX6,
DMP1,
DMRT1,
DYNC1LI2,
TRDMT1,
DNMT3A,
DNMT3B,
DOK1,
DPYS,
DR1,
DRD1,
DRD2,
DRD3,
DRD5,
ARID3A,
DSC1,
DSC2,
DSC3,
DSCAM,
DSG1,
DSG2,
DSG3,
TSC22D3,
SLC26A2,
HBEGF,
TOR1A,
E2F1,
E2F3,
E2F6,
E4F1,
EBF1,
GPR183,
ECM1,
EDA,
S1PR1,
S1PR3,
EDN1,
EDN2,
EDN3,
EDNRA,
EEF1B2,
EFNA1,
EFNA2,
EFNA3,
EFNA5,
EFNB1,
EFNB2,
EFNB3,
EGF,
CELSR3,
MEGF6,
MEGF8,
MEGF9,
EGR1,
EGR2,
EGR3,
EGR4,
ELF1,
ELF2,
ELF3,
ELF4,
ELF5,
ELK1,
ELK3,
ELK4,
EMD,
EMP2,
ADGRE1,
EMX2,
EN1,
EN2,
ENSA,
EP300,
EPAS1,
DMTN,
STX2,
CLN8,
EPO,
ERCC2,
ERF,
ERG,
ETS1,
ETV1,
ETV2,
ETV3,
ETV4,
ETV5,
ETV6,
MECOM,
EVX1,
EZH1,
EZH2,
F2RL1,
F2RL2,
F3,
F5,
F8,
FANCA,
FANCC,
FANCD2,
FANCE,
FAP,
FBLN2,
FBN2,
EFEMP1,
FCER1A,
MS4A2,
FCER2,
FCGR1A,
FCN1,
GPC4,
FGF2,
FGF3,
FGF4,
FGF5,
FGF6,
FGF7,
FGF8,
FGF9,
FGF10,
FGF13,
GPC5,
FGL1,
VEGFD,
FOXG1,
FOXF1,
FOXF2,
FOXC1,
FOXD1,
FOXI1,
FOXL1,
FOXE3,
FOXJ1,
FOXC2,
FOXE1,
FOXD2,
FOXS1,
FOXO3,
FLI1,
MLANA,
FLT3LG,
FNTB,
FOLR1,
FOLR2,
FPR1,
FPR2,
FRG1,
FRZB,
FSHB,
GAST,
FUT1,
FUT2,
FUT4,
FUT7,
FZD2,
GABBR1,
GABPA,
GABRA1,
GABRA2,
GABRA3,
GABRA4,
GABRA5,
GABRA6,
GABRB1,
GABRB3,
GABRD,
GABRE,
GABRG1,
GABRG3,
GABRP,
GABRR1,
GABRR2,
B4GALNT1,
GALR1,
GALNT1,
GALNT3,
GAS1,
GAS2,
GATA1,
GATA2,
GATA4,
GATA6,
GBP2,
GBX1,
GCG,
GCGR,
KAT2A,
GCNT2,
GDF1,
GDF2,
MSTN,
GDF9,
GDF10,
GDNF,
GFRA1,
GFRA2,
GFRA3,
GGT5,
GHRH,
GHRHR,
GHSR,
GIPR,
GJA3,
GJA4,
GJA5,
GJA8,
GJB2,
GJB3,
GJB5,
GPC3,
GLI1,
GLI2,
GLI3,
GLP1R,
GLRA1,
GLRA2,
GLRB,
GNG4,
GNG10,
GNG11,
GNGT1,
GNGT2,
GNRH1,
GNRHR,
GOLGA1,
GP2,
GPM6B,
GPR1,
CCR10,
GPR3,
GPR4,
XCR1,
NPBWR1,
CXCR3,
PRLHR,
GPR12,
UTS2R,
GPR15,
GPR18,
GPR19,
GPR21,
GPR22,
LPAR4,
MCHR1,
GPR25,
GPR26,
GPR27,
GPER1,
GPR31,
GPR33,
GPR37,
GPR39,
FFAR1,
FFAR3,
FFAR2,
GRIN2B,
GRIN2C,
GRM1,
GRM3,
GRM5,
GRM8,
CXCL2,
GRP,
GRPR,
GTF2A1,
GTF2B,
GTF2E2,
GTF2F1,
GTF2F2,
GTF2H1,
GUCA2A,
GYG1,
H1-6,
H2AC8,
H2AZ1,
H2BC5,
HAS1,
HAS3,
HBA2,
HBB,
HBQ1,
HCRTR1,
HCRTR2,
HDAC1,
HDC,
HFE,
CFHR1,
HHEX,
HIC1,
HIVEP2,
ZBTB48,
HLA-DMA,
HLA-DMB,
MNX1,
HLA-DOA,
HLA-DOB,
HLA-DRA,
HLA-DRB1,
HLF,
MR1,
HLX,
HMGN1,
HMGN2,
HMGA1,
HMX1,
HMX2,
FOXA1,
FOXA2,
ONECUT1,
SLC29A2,
TLX1,
TLX2,
HOXA2,
HOXA3,
HOXA4,
HOXA5,
HOXA6,
HOXA7,
HOXA9,
HOXA10,
HOXA11,
HOXA13,
HOXB1,
HOXB2,
HOXB3,
HOXB4,
HOXB5,
HOXB6,
HOXB7,
HOXB8,
HOXB9,
HOXC5,
HOXC6,
HOXC8,
HOXC9,
HOXC11,
HOXC12,
HOXC13,
HOXD1,
HOXD3,
HOXD4,
HOXD9,
HOXD10,
HOXD11,
HOXD12,
HOXD13,
AGFG2,
HRH1,
HRH2,
FOXN2,
HTR1A,
HTR1B,
HTR1D,
HTR1F,
HTR2A,
HTR2B,
HTR2C,
HTR4,
HTR5A,
HTR6,
HTR7,
HUS1,
TNC,
IAPP,
IBSP,
ICA1,
IRF8,
IFI35,
IFNA1,
IFNA4,
IFNA7,
IFNAR1,
IFNAR2,
IFNB1,
IFNG,
IFNGR1,
IFNGR2,
IGFBP1,
IGFBP3,
IGFBP4,
IGFBP6,
JCHAIN,
IGSF1,
IHH,
IK,
IL1A,
IL1B,
IL1R1,
IL1RAP,
IL2,
IL2RA,
IL2RG,
IL3,
IL3RA,
IL4,
IL4R,
IL5,
IL5RA,
IL6,
IL6R,
IL7,
IL7R,
IL9,
CXCR2,
IL10,
IL10RA,
IL12B,
IL12RB1,
IL12RB2,
IL13,
IL13RA1,
IL13RA2,
IL15,
IL17A,
IL18,
ILF2,
IMPG1,
INCENP,
ING2,
INHA,
INHBA,
INHBB,
INHBC,
CXCL10,
INS,
INSL3,
EIF3E,
PDX1,
IPP,
ITGA6,
IRF2,
IRF3,
IRF4,
IRF7,
ISL1,
ITGA3,
ITGA4,
ITGA9,
ITGAD,
ITGAE,
ITGAL,
ITGAX,
ITGB4,
ITGB5,
ITGB7,
ITGB8,
ITPKB,
IVL,
JAG2,
KCNA1,
KCNA2,
KCNA4,
KCNA5,
KCNA6,
KCNA7,
KCNA10,
KCNC1,
KCNC4,
KCND1,
KCND3,
KCNF1,
KCNG1,
KCNJ2,
KCNJ3,
KCNJ4,
KCNJ5,
KCNJ6,
KCNJ8,
KCNJ9,
KCNJ10,
KCNJ11,
KCNJ12,
KCNJ13,
KCNJ15,
KCNJ16,
KCNK1,
KCNN3,
KCNN4,
KCNQ2,
KCNQ3,
KCNS2,
KCNS3,
KISS1,
KLRB1,
KLRC1,
KLRD1,
KPNA1,
KPNA2,
KRT34,
KRT81,
KRT86,
L1CAM,
AFF3,
LALBA,
LAMA3,
LAMA4,
LAMC2,
LBR,
LEP,
LFNG,
LGALS8,
LHB,
LHCGR,
LHX1,
LIF,
LIM2,
ABLIM1,
LIPC,
LMO1,
LMO2,
PRICKLE3,
LMX1A,
LMX1B,
VWA5A,
LOX,
LOXL2,
LPL,
LPO,
LRP3,
LRP5,
LSP1,
LSS,
LTA,
LTB,
LTBP1,
LTBP3,
LTBR,
LY6E,
LY9,
LY75,
TACSTD2,
TM4SF1,
SMAD4,
SMAD5,
SMAD9,
MAFG,
MAG,
MAGEA10,
MAGEB4,
MAGOH,
MAL,
MAN1A1,
MAS1,
MAT1A,
MATN1,
MATN2,
MATN3,
MAZ,
MBL2,
MBNL1,
MC3R,
MC5R,
MCAM,
CHST6,
MCM5,
MCM6,
CD46,
MDFI,
MDK,
MDM2,
MDM4,
MECP2,
MEF2A,
MEF2D,
MEIS1,
MEIS2,
MEN1,
MEOX1,
MEOX2,
MFAP1,
MFAP2,
MFAP3,
MFAP4,
MELTF,
MFNG,
MGAT1,
MGAT2,
MGAT3,
MGAT5,
MGP,
CXCL9,
MIP,
ATXN3,
MKLN1,
MLLT1,
MLLT6,
FOXO4,
TRPM1,
MMP1,
MMP2,
MMP3,
MMP7,
MMP8,
MMP9,
MMP10,
MMP11,
MMP12,
MMP13,
MMP15,
MMP16,
MMP17,
MMP19,
MOBP,
MPL,
MPO,
MPZ,
CITED1,
MSMB,
MSR1,
MSX1,
MSX2,
MTAP,
MTF1,
MTNR1A,
MTNR1B,
MUC1,
MYB,
MYBL1,
MYBL2,
MYBPC3,
GADD45B,
MYT1,
NAB1,
NAP1L2,
NAP1L3,
NCBP1,
NDN,
NDP,
NELL1,
NFATC3,
NFIC,
NFRKB,
NFYA,
NFYC,
NGF,
NGFR,
NKG7,
NKX2-2,
NKX3-1,
NKX6-1,
NMB,
NMBR,
NMT1,
NNMT,
NODAL,
CNOT2,
CNOT3,
NPY,
CCN3,
NPHS1,
NPPA,
NPPC,
NPR3,
NPTX1,
NPTX2,
NPY1R,
NPY2R,
NPY5R,
SLC11A2,
NRF1,
NRL,
NRTN,
NTF3,
NTF4,
NTN3,
NTS,
NTSR1,
NUP98,
TBC1D25,
OAZ1,
OAZ2,
OCA2,
OPCML,
TNFRSF11B,
OPRD1,
OPRK1,
OPRL1,
OPRM1,
SIX6,
OR1D2,
OR1F1,
OR2C1,
OR3A1,
ORC2,
ORC5,
OSM,
OTX1,
OTX2,
OVOL1,
OXT,
OXTR,
P2RX3,
P2RX7,
P2RY1,
P2RY2,
P2RY4,
P2RY6,
PCSK6,
PAFAH2,
SERPINB2,
PAM,
CNTN3,
PAPPA,
PARN,
PAX2,
PAX5,
PAX6,
PDCL,
PAX9,
PBX1,
PBX2,
PBX3,
PCDHGC3,
PCDH7,
PCDH8,
PCDH9,
PCSK2,
PDC,
PDCD1,
PDCD2,
PDE1A,
PDE3A,
PDE3B,
PDE4B,
PDE6A,
PDE6C,
PDE7A,
PDE8A,
PDE9A,
PDGFA,
PDGFB,
PDGFRL,
PDE6B,
SLC26A4,
PDYN,
PER1,
CFP,
VIT,
PGF,
PGGT1B,
PHEX,
PHF2,
SERPINB5,
SERPINE2,
SERPINB8,
SERPINB10,
SERPINI1,
SERPINB13,
PIGF,
PIGH,
PIP,
PITX1,
PITX2,
PITX3,
PKD2,
PKHD1,
PKNOX1,
PKP1,
PKP2,
PLA2G2A,
PLA2G4A,
PLA2G5,
PLAG1,
PLAGL1,
PLAGL2,
PLAUR,
PLCB2,
PLCL1,
PLOD2,
PLXNA2,
PLXNB1,
PMCH,
PMM2,
PRRX1,
PNLIPRP1,
PNLIPRP2,
POLB,Mitochondrial central dogma > mtDNA maintenance > mtDNA repair
POLR2C,
POLR2D,
POLR2K,
POLR2L,
POMC,
PON2,
POU1F1,
POU2AF1,
POU2F1,
POU2F2,
POU3F1,
POU3F2,
POU3F3,
POU3F4,
POU4F1,
POU4F3,
POU5F1,
POU6F1,
MED1,
PPP1R1A,
PPP1R10,
PPP2R5B,
PPP2R5C,
PPP2R5D,
PPP2R5E,
PPP6C,
PPY,
PRB3,
PRCC,
PRKAB1,
PRKAB2,
PRKAR1B,
THAP12,
PRL,
PRLR,
PSPN,
PROP1,
PROS1,
PRPS2,
PRPSAP2,
PRRG1,
PSEN1,
PSEN2,
PYY,
PSMD5,
PSMD9,
PTAFR,
TAS2R38,
PTGDR,
PTGER1,
PTGER2,
PTGER3,
PTGER4,
PTGFR,
PTGFRN,
PTGIR,
PTH,
PTHLH,
PTH1R,
PTH2R,
TWF1,
PTN,
PTX3,
RAD1,
PURB,
NECTIN1,
NECTIN2,
RAB3IL1,
RAD9A,
RAD52,
RAG1,
RAG2,
RARRES1,
RB1,
ARID4A,
RBL1,
RBL2,
OPN1LW,
PRPH2,
REL,
REG1A,
DPF2,
RFNG,
RFX1,
RFX2,
RFX3,
RFX4,
RFX5,
RGR,
RHO,
RLF,
RLN2,
RNASE1,
RNASE2,
RNASE6,
ROBO2,
ROM1,
RP1,
RP2,
RPGR,
RPL37,
RPL39,
RPL41,
RPL36A,
RPS27,
RS1,
S100A3,
SAA4,
VPS52,
SAG,
SALL2,
SALL1,
TSPAN31,
SAT1,
SATB1,
MSMO1,
SC5D,
ATXN1,
ATXN7,
SERPINB4,
CLEC11A,
SCN1A,
SCN2B,
SCN4A,
SCN4B,
SCN8A,
SCN9A,
SCN10A,
SCNN1A,
SCNN1B,
SCNN1G,
SCT,
SCTR,
CCL1,
CCL2,
CCL3L1,
CCL4,
CCL5,
CCL17,
CCL19,
CCL20,
CCL21,
CCL22,
CCL23,
CCL24,
CCL25,
CXCL6,
CXCL11,
XCL1,
CX3CL1,
CXCL12,
SDF2,
TRAPPC2,
SELE,
SELP,
SEMA3F,
SETMAR,
SFRP1,
SFRP2,
SFRP4,
SFRP5,
SFSWAP,
SFTPB,
SFTPC,
SFTPD,
SGCD,
SCG5,
SHBG,
SHH,
SHOX2,
ST6GAL1,
ST3GAL1,
ST3GAL2,
ST3GAL3,
PMEL,
SIX3,
SKIL,
SLAMF1,
SLC4A3,
SMTN,
SLC6A2,
SLC6A3,
SLC6A7,
SLC6A12,
SLC6A13,
SLC10A1,
SLC10A2,
SLC11A1,
SLC13A1,
SLC15A2,
SLN,
SLPI,
SMARCB1,
SMARCC1,
SMARCC2,
SMARCD2,
SMARCD3,
SMO,
SIGLEC1,
SNAI1,
SNAPC1,
SNAPC3,
SNAPC4,
SNRPB,
SNRPC,
SNRPF,
SNRPN,
SOAT1,
CAPN15,
SON,
SP1,
SP2,
SP3,
SP4,
UAP1,
SPAM1,
SPI1,
SPIB,
SPINK1,
SPINK2,
SPINT1,
SPOCK1,
SPRR3,
SRD5A1,
AKR1D1,
SRP19,
RO60,
ITPRID2,
SST,
SSTR1,
SSTR2,
SSTR3,
SSTR4,
SSTR5,
SSX5,
STC1,
SULT1E1,
ELOVL4,
STX5,
STXBP2,
STXBP3,
SULT1A1,
SULT1C2,
SULT2B1,
SULT2A1,
SUPT4H1,
MED22,
SURF6,
SYCP1,
TBXT,
TAC1,
TACR2,
TAC3,
TACC1,
ADAM17,
TACR1,
TACR3,
TADA2A,
TAF1,
TAF4B,
TAF7,
TAF10,
TAF11,
TAF13,
TAPBP,
CNTN2,
TBCC,
TBCE,
SERPINA7,
TBP,
TBX2,
TBX5,
TBX6,
TBX15,
TBXA2R,
TCEA1,
TCEA2,
TCEA3,
ELOA,
HNF1A,
HNF1B,
GCFC2,
ZNF354A,
VPS72,
TECTB,
DYNLT3,
DYNLT2,
PPP1R11,
DYNLT1,
TDGF1,
TEAD3,
TERF1,
TFAP2A,
TFAP2B,
TFAP2C,
TFCP2,
TFDP1,
TFF1,
TFF2,
TFF3,
TG,
TGFB1,
TGM4,
TGFBR3,
TGM1,
THBD,
THBS2,
THBS3,
THBS4,
THPO,
TIMP1,
TIMP2,
TIMP3,
TIMP4,
TK1,
ICAM5,
TLL1,
TLL2,
SEC62,
TM4SF4,
TSPAN4,
TM7SF2,
TMF1,
TMOD1,
TMPO,
CLEC3B,
TNF,
TNFAIP3,
TNFAIP6,
TNFRSF1A,
TNFRSF1B,
TNP1,
TNP2,
TNR,
TP53BP1,
TPO,
CRISP2,
TRAF1,
TRAF2,
TRAF5,
TRH,
TRHR,
TRPS1,
TSG101,
TSHB,
TSNAX,
TSPYL1,
TUB,
TULP1,
TULP2,
TULP3,
TNFSF4,
TNFRSF4,
TYR,
TYRP1,
UBA7,
UBE2D1,
UBE2D2,
UBE2D3,
UBE2E1,
UBE2E2,
UBE2G1,
UBE2H,
UBE2I,
SUMO1,
UBP1,
UCHL3,
UPK1B,
UCN,
SCGB1A1,
UGCG,
UGT8,
UMOD,
UMPS,
CLRN1,
UVRAG,
VASP,
VCAM1,
VEGFC,
VHL,
VIP,
VIPR2,
VPREB1,
WIPF1,
WNT1,
WNT2,
WNT3,
WNT5A,
WNT6,
WNT7B,
WNT8A,
WNT8B,
WNT10B,
WNT11,
WNT9A,
WNT9B,
WT1,
XPA,
XPC,
XRCC4,
ZFP36,
ZFP37,
ZFX,
ZIC1,
ZIC3,
ZNF2,
ZNF3,
ZNF711,
ZNF7,
ZNF8,
ZNF12,
ZNF18,
ZNF182,
ZNF22,
ZNF23,
ZNF24,
ZSCAN20,
ZNF32,
ZNF35,
ZKSCAN1,
MZF1,
ZBTB25,
ZNF76,
ZNF142,
ZNF143,
ZBTB16,
ZNF146,
ZNF148,
ZNF174,
ZNF180,
ZNF184,
ZSCAN26,
ZNF189,
ZKSCAN8,
ZMYM2,
ZNF202,
ZNF205,
ZNF208,
ZNF213,
ZFAND5,
ZNF217,
ZNF112,
ZNF236,
ZP3,
PRDM2,
LRP8,
LAPTM5,
BTG2,
ALMS1,
IL1R2,
MALL,
CXCR4,
FZD5,
BRPF1,
SEMA3B,
KCNAB1,
ST8SIA4,
OR2H2,
PLA2G7,
MAFK,
FZD3,
SEM1,
TFPI2,
UBXN8,
KAT6A,
GLRA3,
BRD3,
MLLT10,
ADAM12,
RASSF7,
FGF23,
MLF2,
YEATS4,
HMGA2,
ALX1,
DPF3,
GPR68,
ST8SIA2,
GAN,
SLC14A2,
ELL,
ZNF239,
SYMPK,
DPF1,
GDF5,
NCOA3,
DGCR6,
LZTR1,
PUDP,
KDM5C,
UBL4A,
LAGE3,
SLC10A3,
ARID1A,
COLQ,
SERF1A,
BAP1,
CDC45,
EOMES,
FZD1,
FZD6,
FZD7,
FZD8,
FZD9,
H2AC20,
H3C11,
OR1A1,
OR1E1,
PIP5K1B,
PLA2G10,
SRPX,
UXT,
ANXA9,
ZNF282,
RECK,
DOC2B,
FOXN1,
TPST2,
TPST1,
KLF11,
TEAD2,
GPR65,
CILP,
GALR3,
RANBP3,
CNTNAP1,
NDST2,
MMP23B,
ITGA10,
HAT1,
GCM1,
CST7,
CHST1,
LMO4,
BLZF1,
PIAS1,
DENR,
SCARF1,
LY6D,
OR6A2,
KLF7,
STC2,
NPFF,
PDE8B,
JRK,
UNC5C,
RNASET2,
PCDHGB4,
DCHS1,
KCNK5,
CHRD,
NCOA1,
NUMB,
EIF3J,
STX11,
MARCO,
KRT36,
JRKL,
HYAL2,
GALNT4,
S1PR4,
B4GALT3,
B4GALT2,
B3GALT4,
B3GALNT1,
B3GALT1,
SERPINB7,
TRADD,
TNFRSF25,
MBTPS1,
CTNNAL1,
TNFSF14,
TNFSF13,
TNFSF12,
TNFSF10,
TNFSF9,
ADAM21,
ADAM15,
ADAM9,
ADAM7,
TNFRSF14,
FADD,
SIGLEC5,
MATN4,
DLK1,
TNFRSF11A,
IL18RAP,
IL1RL2,
IL18R1,
GALR2,
CCNK,
FGF18,
DPM2,
HESX1,
FGF17,
FGF16,
NRP2,
CCN6,
CCN5,
HDAC3,
CDK5R1,
STK19,
LDB1,
APLN,
PER3,
ZPR1,
TAX1BP1,
MTMR3,
CCNA1,
AP1G2,
AP1M1,
ENDOU,
CACNA1I,
CACNA1G,
TIMELESS,
HERC3,
FOXH1,
PHOX2B,
MBD2,
WASF1,
H1-10,
CHRNA6,
P4HA2,
PLOD3,
TNFSF18,
F2RL3,
TAF1B,
MPZL1,
CLIC3,
CH25H,
BAZ1B,
TM4SF5,
CCRL2,
SEMA5A,
TAAR5,
UBA3,
DOK2,
ARTN,
PSTPIP2,
GPRC5A,
MAP7,
PRC1,
SLC13A2,
PAPSS1,
PIAS2,
ANGPTL1,
CLDN8,
CLDN6,
CLDN1,
LDB2,
CLDN9,
SART1,
UNC119,
TBX19,
MTMR6,
MTMR7,
MTMR4,
NMI,
MTA1,
SEC22C,
CNOT9,
P2RX6,
PRPF3,
FAM50A,
KCNQ4,
CCNB2,
ARHGEF1,
CBFA2T2,
ATG12,
SYNGR2,
NEMF,
SLC28A2,
SLC28A1,
PCSK7,
TMSB10,
LPAR2,
IL1RL1,
HTR3B,
AP4M1,
OSMR,
ZW10,
DEDD,
KCNAB3,
ZMYM4,
ZMYM3,
ZMYM6,
ZMYM5,
BMP15,
FCMR,
LARGE1,
MTA2,
NOLC1,
LRAT,
DLGAP2,
PNMA1,
NOG,
CRLF1,
GCNT3,
GCM2,
ZBTB22,
MED14,
GPR37L1,
TAAR2,
ADGRG1,
GPR55,
S1PR2,
CD83,
ZNF235,
ASIC3,
KCNB2,
MMP20,
KLF4,
PTER,
COPS2,
HMGN3,
ZNHIT3,
TGM5,
CNOT8,
TCEAL1,
SNAP29,Mitochondrial dynamics and surveillance > Autophagy
NDST3,
CER1,
LHX2,
ITGBL1,
KL,
NRXN2,
LIPG,
NMT2,
CD101,
ZRANB2,
FAM189A2,
NTN1,
KCNK6,
ECEL1,
MED17,
MED26,
MED7,
AIM2,
LY86,
ITM2A,
HOMER3,
HOMER2,
AKAP7,
IL27RA,
CHST3,
EIF4E2,
AKAP6,
THEMIS2,
ATG5,
ONECUT2,
CHST10,
PIGL,
PIGB,
TBX4,
SLC4A7,
MYOT,
RPH3AL,
ADAMTS4,
ADAMTS3,
ADAMTS2,
ADAMTS1,
BAG4,
GMFG,
CIR1,
NRG2,
IGDCC3,
CXCL14,
GTF2IRD1,
GDF3,
SPAG6,
VPS9D1,
TRAF4,
TESMIN,
CLCA2,
ARHGEF10,
ZNF592,
MORF4L2,
GCC2,
TTLL4,
IQCB1,
IPO13,
WSCD2,
DEPDC5,
N4BP1,
CLINT1,
NUP93,
EDEM1,
TRAM2,
PCDHGA8,
RUBCN,
USP6NL,
ADAMTSL2,
NOS1AP,
ZNF646,
SECISBP2L,
GPRASP1,
ZNF536,
PHACTR2,
PCDHA9,
ZSCAN12,
TBKBP1,
JADE3,
RASSF2,
RAPGEF5,
TMEM94,
TM9SF4,
TBC1D5,
RIMS3,
SNX17,
MTSS1,
SERTAD2,
DAZAP2,
SPOCK2,
IP6K1,
CTIF,
SFI1,
URB2,
KEAP1,
CUL7,
